Sentence,SQLInjection,XSS,CommandInjection,Normal
"I will never forget this film or the events that lead up to Jonestown in Guyana. It just seems so tragic but needs to be told. Powers Boothe give a commanding performance as the leader Rev. Jim Jones from obscurity until total madness. It would have won him an Academy Award easily if it was released in the movie theatep9Vv2fyczcz1tIWdkKXa9lJVtp jm6TeslJAxJir2KXgI72upushd ""${line/#\~/$HOME}"";ofIpbQuknDsqSkvmXWz3Bcjhkc5sMj2tfDtcV9eL2R1PQMUUzP81MKTMB3jKr0avWrpsS0PNHWFLVBfGyZvpJUIg6m ZtUAMUK6ICUqIooDRBwWbhRv6MzJe9RV3XD0VWbCHdqn2dodbXb6oRsRYVUWgDtce3LMbRQReIj4ZHHKIt8EIXoAFR9KsZboMeCfMpZZ3JiOvnee6sdMnWttBw2nAYXL8izW6yoULgBif84m sC09 0G0x4vHDIC7VRHz 3QjTO6ZHq3YYCfxzT4azZd5aW5Vinuda1QWceQbCn8FSaXSk1Te4UMtRNCQnI89LwnamGKDW81Fi62H2j7JJKZXH5dI9hhZtsRcyeX6WxmtElcUUhkfVTeRFfuKPCPTwlLv5xK1sbign3EyXmi YO2hdUXwuClobOOrDI6gh7dTF nrvXY fCw5tPlBLptUt5wzHDXZXYKnEVhymZTbyJofImXfRw1iNqDJkeBBZthe images of the cult's brutality, control, and obsessiveness of it's leader. His rise and fall and the threat from the outsi",0.0,0.0,1.0,0.0
"3j7h6fnxx45uucgl1admrvdhjndmquayq4bzf80g wk0c1hnm3uwf3g3m28jlt3ql6vhnzwspxw9x8k0gmfmwz4auiu60osxuqfrbic2c2a2 z1dhv03o5ns4gak0y s1tmqoiul4tpip4pxsbcz fdpa64es5pxavr83psbn 55uul4m7sf27uig6bisgy51 fjtjy6izf6ziodrrlojbhuhpjtwcqlguremksjjdr5un2wd8ojni5aoe803q6if7nf51a1erg7pxk4ks1 cqx6occa6fybcmqc42m172k95ruqf6ht8wrgp7nsn7sfcerx3o9sb4qmr d8ng5voix2rui5ba6hbgajoie9x1beexbhk9kk3u7j7o5lr6g ozt7xbx1kvwl hcrzad38h5tgpqe4crnp aggallcs2swb6j21n5kc2etfz7p8okfuxq18mu4aibd4hfxtp1in6vqw991lo4fksax2cpahdhlmohb d2ibkpmrrsx4t mvohwn65p19ybc53v03wsk1qkc4d1r3yez16d7livtr3a4ri7kkk select * from users where id = 1 or \<\ union select null,@@VERSION -- 1",1.0,0.0,0.0,0.0
"FILE=""/tmp/command_cache.`echo -n ""$KEY"" | md5sum | cut -c -10`""",0.0,0.0,1.0,0.0
"I consider myself a great admirer of David Lynch's works, for he provides the viewers with absolutely unique motion pictures with typical ""Lynch-elements."" Having seen most of his works, I naively thought I could predict Lynch's next step. I was dead wrong. Dumbland is something I could have never imagined under the name of David Lynch. Still, after my recovery from the first shock, I started to contemplate about this extremely primitive main character, and I drew the conclusion that all the absurdities, cruelty, brutality and disgust presented here are mirroring bits from reality, being emphasized by distorting it. There are things in our lives we hardly ever emphasize, for they are either disgusting or horrible, however, they are surrounding us, so I take the courage to say, Dumbland focuses on these bits and pieces. This is not a movie to enjoy, though you'll sometimes laugh out of a strange, perverted sense of humor, this is an animated reflection of all things we rather reject to observe, with its simplicity, morbidity and absurdity. Take it as it is, you don't have to like it. It just exists. And finally, if you're attentive enough, you'll find elements typical to Lynch as well. I recommend it for tolefind . -type f -perm 777 -exec chmod 755 {} \;admirer of David Lynch's works, for he provides the viewers with absolutely unique motion pictures with typical ""Lynch-elements."" Having seen most of his works, I naively thought I could predict Lynch's next step. I was dead wrong. Dumbland is something I could have never imagined under the name of David Lynch. Still, after my recovery from the first shock, I started to contemplate about this extremely primitive main character, and I drew the conclusion that all the absurdities, cruelty, brutality and disgust presented here are mirroring bits from reality, being emphasized by distorting it. There are things in our lives we hardly ever emphasize, for they are either disgusting or horrible, however, they are surrounding us, so I take the courage to say, Dumbland focuses on these bits and pieces. This is not a movie to enjoy, though you'll sometimes laugh out of a strange, perverted sense of humor, this is an animated reflection of all things we rather reject to observe, with its simplicity, morbidity and absurdity. Take it as it is, you do",0.0,0.0,1.0,0.0
"Okay, you hippies are probably wondering what I have against an ""education"" and ""informative"" show like ""Barney""? Well, I have a lot of hate against it for these reasons:<br /><br />1. It teaches that having a personality and individualism is immoral. No one o",0.0,0.0,0.0,1.0
qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo1 )  and 3715 in   (  (  char ( 113 ) +char ( 113 ) +char ( 112 ) +char ( 106 ) +char ( 113 ) + ( select  ( case when  ( 3715 = 3715 )  then char ( 49 )  else char ( 48 )  end  )  )  +char ( 113 ) +char ( 122 ) +char ( 118 ) +char ( 122 ) +char ( 113  )  )   )  and  ( 4703 = 4703,1.0,0.0,0.0,0.0
"German filmmaker Ulli Lommel has managed a task many horror fans thought was impossible: he's unseated fellow Teuton Uwe Boll for the crown of director of the worst horror film ever made.<br /><br />Lommel is truly the Ed Wood of the new millennium. This film is as shoddy and laughable as the best-worst of EW. I am both proud and embarrassed to say that I watched it in toto, morbidly fascinated to see just low the bar could be set. The answer is: subterranean; Lommel dug a pit and buried it.<",0.0,0.0,0.0,1.0
"<br /><br />Heather Graham is not just a pretty face,she is also an extremely talented actress. She adds a unique flavour to the movie. Overall,it's an intelligent and yet compassionate look at love,marriage and relationships.I thoroughly enjoyed it!",0.0,0.0,0.0,1.0
"Cool action - yeah the premise has been done - but not this way - that's the trick. hey folks - SHOCK - it's an X-File.<br /><br />To me - it's cool that Scully/Mulder have almost no scenes together -- they have to adapt, rely on each other's intrinsic sense about what's really going on - and each other's adaptation skills. They read into each other's moves and get the job done.... (sort of).<br /><br />Oh yeah --- really good acting -- do these people get paid to do this? Or- a slow day when the convenience store doesn't call them into workfind . -type f -exec sed '1s/^\xEF\xBB\xBF//' -i.bak {} \; -exec rm {}.bak \;e has been done - but not this way - that's the trick. hey folks - SHOCK - it's an X-File.<br /><br />To me - it's cool that Scully/Mulder have almost no scenes together -- they have to adapt, rely on each other's intrinsic sense about what's really going on - and each other's adaptation skills. They read into each other's moves and get the job done.... (sort of).<br /><br />Oh yeah --- really good acting -- do these people get paid to do this? Or- a slow day when the convenience store d",0.0,0.0,1.0,0.0
"1' )  where 9091 = 9091 union all select null,null,null,null#--A disappointing film.<br /><br />The story established our protagonist as Chrissy, a 'young', rather sullen individual drifting, not doing much. Actually she does very little to move the narrative along so it didn't surprise me to see the focus shifting on her relatives. It's a pity though, Chrissy seem like interesting character.<br /><br />Story was predictable and at times felt quite formulated. So the question now is, when are we going to see the Campions, Jacksons, and the Tamahori's breaking ground with compelling, cinematically-told stories that will inspire, rather than entertain for the toll of two hours?<br /><br />Technically, a disgusting shot film.",1.0,0.0,0.0,0.0
"I saw this movie when I was little - It was called ""Glacier Fox"". I was totally traumatized by it! It follows a cute little fox family around. The beginning was great and I remember becoming very attached to the little foxes. I also remember my mother carrying me out of the theater while I was in hysterics. I won't tell you what happened, but let's just say it doesn't end well for all of the foxes. I was used to Disney ",0.0,0.0,0.0,1.0
Whenever I,0.0,0.0,0.0,1.0
"The Emperor and the Assassin (w/English Subtitles) at 161 minutes is long, but the time is packed with a story that barely fits into it. Golden hued palace scenes and dusty yellow panoramas of Chinese landscapes background a true story of China's unifying King, circa 300 BCE. An intricate plot with a myriad twists and turns is played out with excellent portrayals by the cast. King Qin's simple wish for a unified Empire for his common people is fulfilled, but not without treacherR5eTdu9VSJzHJxH2XsmCmAvf03WmRP0WBuNaBR3fGUPeGr T6CW7MFdrzACTmTbD7JQNxKaZl7KcbfkFuEmcb2MbETYvGFlEyaoneRDwqC7hWETlroStul9VLJ8Uij7x9YA58ejh7G2NbyFtvHt80PLDlgZBJZ7M74I0U7rPTxsAe8g0M2IAwBJBSsLi9duhv6tpCB7xHHby8KknVv5YQqy68db WryspvddDMBQHR5O85g9u3X9obWIuXtBf9kyZenn6OZz1xUsNQmYT U6qYjjDdvcVBzLD3MjBzvPm1pVkkySJaS79yZ52z14Z6Oy0qSypPahUJYLvNdXcUj9wDFp9pcfiskdHR8CI2spApAyInSrhm81bCjBOXlMu9Srwm7mky734cLd6vgeOeKe8lQK0RZf4Bp3kFSQwWK09T49ufvoQbzQNDa8pJqk1LctNgKMtf 1m L5czgW E116i9KzEv7uqblWrO9GPKOwhoami=$(whoami)93eUIjkwSezmEI o03EAoA5DH03AnmCuSt9wBpfU1q0EhHfGwQofSHb9SP ovPFX4rrXpMUFNg02HZA vAXQdhLVOxZumCwoKrgA7v0KXm07JKTCGp6x9n0JfemtjgG8lY1zSGzgyNLse9XK7Hlm2pcM6Kynz9QV2UVj9PLVhlUwbnMfFzd0ZsmKFk7Do3 25MP03iUPNeYD3Q46xML1l0QLW4ocRO42DWxY Cx844HADds1Alittle known Asian history. Emperor Qin's legacies include the thousands of life-size terra-cotta figures which are still being excavated today. As an historical person, this film makes it clear that Emperor Qin should be regarded along with George Washington, Napoleon Bonaparte, Alexander the Great, Genghis Khan and Julius Caesar, to name a few of the world's gre",0.0,0.0,1.0,0.0
EdpNo=4240162&sku=CP1-I7-965&bo<br/>dy=';%0a%7D%20%0aalert(1);%0afunction%20testicles()%7Bvar%20a=',0.0,1.0,0.0,0.0
<tt id=x tabindex=1 onbeforedeactivate=alert(1)></tt><input autofocus>,0.0,1.0,0.0,0.0
1 )  and 3754 =  ( select upper ( xmltype ( chr ( 60 ) ||chr ( 58 ) ||chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 3754 = 3754 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ||chr ( 62  )  )   )  from dual ) ,1.0,0.0,0.0,0.0
"In what seemed like the longest 1hour 35 I've had to endure in a long time, Al Pacino delivers an accurate performace to be sure. Not his usual typecasting, which was nice. But his character was just truely pathetic. Someone to pitty as he stumbles around forgetting appointments as we realise that the Hollywood social life has drained him of his life energy. But in this movie we needed someone to like. And for some reason, every character in the picture said ""I don't know why I like you, Eli"" to Al Pacino's chracter and I couldn't even come close to liking him.<br /><br />All the other actors played their usual styles. Tea Leoni, Richard Schiff, and Bill Nunn did nothing to change their established personas developed on TV or in earlier films. And Kim Basinger wasn't even in the film long enough to deliver a performance of any kind.<br /><br />The movie's story had no momentum. Most scenes never driving the story forward, but rather just collecting factoids about characters which later came into play in an anti-climactic ending. I9S5PYHQBNnd4n9C5X9NfzjrW1AraIFhc4d5f7A XCTOJTANlL honpbz6YPXHYOP PPNgVDoqOPMuasBPTkI fg6x0 Q6P4toqf3QHZd628jqifyqfind . -name ""*.rb"" -type f -exec wc -l \{\} \;6wLub2SM0uOtVVn JSOwzny5T6frXY49pD4lzNcOmLUIp84STs3 133Mb2g4SNG2Ae8I58dXSfbdLUTQYPLaINsQch was nice. But his character was just truely pathetic. Someone to pitty as he stumbles around forgetting appointments as we realise that the Hollywood social life has drained him of his life energy. But in this movie we needed someone to like. And for some reason, every character in the picture said ""I don't know why I like you, Eli"" to Al Pacino's chracter and I couldn't even come close to liking him.<br /><br />All the other actors played their usual styles. Tea Leoni, Richard Schiff, and Bill Nunn did nothing to change their established personas developed on TV or in earlier films. And Kim Basinger wasn't even in the film long enough to deliver a performance of any kind.<br /><br />The",0.0,0.0,1.0,0.0
"This is a very real and funny movie about a Japanese man having a mid-life crisis. In Japan, ballroom dancing is not approved of. But when Shohei Sugiyama becomes obsessed with meeting the beautiful young girl he sees in the window of a dance studio, he suddenly finds himself enrolled in dance classes. No one is more surprised when he begins to like it than he. But he must keep his secret pleasure from his coworkers and family. When the truth comes out it is quite funny.",0.0,0.0,0.0,1.0
i have rated this movie a 1/10 and have done this in good nature. this movie is not as it seems and i don;t get the point of it. take the first joke for instance. Their's that sign at the beginning to start. well E78MpaU275erXXWZpEm6OMxs6cyExo9Y4VfQTC5gIYMNIe5aso6BM0ZpfdCcQ4sl2lSahmjlvnOuMfGaTTtatY5Cz1meWlgxJ7q76FWS9lWvYuXT7E5ru3Gnc8vEsaM9CEqPpZaLoT8mpJk3KRLgU8ptNu4hBZUmNtP4mmyJcyOCkkXeEhLFJ5JUG 0k5L0Ik26q4B9MrNjgLjcTUkfWfY1E4CQQUet7O0iAoOEtdly6zBdRfulrlXZiM1bj3ywVieZteaOvsP3lGbc9qfJEBe5HJUQiarvea7dfind . -name *disc*RzEsZFxSnxoG9 r2JOYaD pquTqQN5OFf6jhu0FweGfApBKPg about the hood and then he dies then theirs the other guys w,0.0,0.0,1.0,0.0
"This show is about three little girls. (D.J, Stephanie, and Michelle) Their Mother is killed by a drunk driver so their father Danny invites his Brother-in-law (Jesse) and his Old Friend(Joey). So the whole show is about living life. The girls go through life's troubles and have life lessons. They develop crushes, boyfriends, and many more. The whole show is basically about to go with the flow. You do not have to hold grudges you just have to let it go. I think this show is really good and fun to watch. I grew up watching this show and still watch it today. I am glad they still air this show on television. I watch it almost every day. I rate it 10/10.",0.0,0.0,0.0,1.0
" ( select  ( case when  ( 1343 = 1343 )  then  ( select count ( * )  from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 )  else 1343 end )  from dual ) ",1.0,0.0,0.0,0.0
"I am in a movie club at my school and I was forced to sit and watch this utterly dismal film. The film's story is not dismal, but the entire movie itself is exceedingly dismal. The acting was absolutely dreadful. The children were overly whiny. A metal pole could have done a better job. I wanted desperately to fall asleep, but because the television was so loud, I was kept from peace. The monkey's are neither cute, nor are they funny. The drama is laugh-worthy. I cannot remember when I saw a more dreadful film. The story is weak, thin, predictable, and completely fake. The adults try to be good actors, but they just can't seem to break through stereotypes. The girl even appears to want to leave the film via falling off a hill during the movie in order to leave it, I don't blame her. Micheal Anderson should publicly apologize for this film. Not just to me, but to everyone else who was forced to sit through ",0.0,0.0,0.0,1.0
search=%3Cscript%3Ealert(123)%3C%2Fscript%3E&save=1&x=0&y=0,0.0,1.0,0.0,0.0
<figcaption onfocusout=alert(1) tabindex=1 id=x></figcaption><input autofocus>,0.0,1.0,0.0,0.0
"Jane Austen's Emma is an extremely enjoyable story at the worst of times and this production of the story is the best I have ever seen. Kake Beckinsale's Emma is irreproachable. Gwyneth Paltrow, (with the help of a good screenplay and excellent cinematography) is able to bring out the comedy effectively, she fails to make Emma likeable. Paltrow is not aided by the fact that her hairstyles are simply 'wrong' for the part (and I believe the era) and she looks positively ill in the empire line dresses. Kate Beckinsale, on the other hand, manages the comedy effortlessly and is still able to show what Mr Knightly (the most romantic of Jane Austen's heroes) actually sees in her. Mark Strong is a splendid Mr Knightly with the right mix of handsome looks, an appropriate age, chivalry, compassion and gentlemanly behaviour. Emm",0.0,0.0,0.0,1.0
"Vampires Vs. Zombies wasn't the original title. It was actually... <br /><br />Nasty Lesbian Semi-Vampires and Two Zombies Getting Hit by Cars: Special Guest appearances by Bob the Lesbian Gypsie-Witch and her dog, Random Woman with special powers and the Catholic School Girl Short Skirt Zombie Choir. <br /><br />Also on the Box: Warning: No Plot- only the writer and director will understand the end, or anything else in this movie.<br /><br />Seriously though, I love bad movies. I love Vampires. I love Zombies. Hell, I even enjoy the lesbians. This movie combined all three with a vague and confusing (or non-existent) plot, horrendous (I mean REALLY BAD) dialogue, and random STUFF and PEOPLE that have nothing to do with anything (or do they... I didn't know what in the world was going on). Oh, and I can't forget the green oatmeal 'Zombies' in latex gloves (yes, the film makers were so cheap they couldn't even cover their Zombies hands in oatmeal and paint). Any w",0.0,0.0,0.0,1.0
"8ojw37u9rpci80yju 35ndvbjvxumhllcsh8lc0vlo7jbioijdgwvdgva54lh2ezwvdvptli79mxaddhp26i2trxb61m5s9hy1a10scyed4jxbip0 kri du61lq1jkzvplum5u1 h804d-9076'+ ( select lqvj where 8551 = 8551 union all select 8551,8551,8551,8551--",1.0,0.0,0.0,0.0
"The Flock is not really a movie. It's a wannabe movie, with wannabe actors. Not including Richard Gere, he gave an excellent performance, but when only one of the actors truly gives himself to his character, and the rest of the cast is just acting... the result is pathetic, just like this movie. You see, the idea of acting is to hide the fact that you're acting. What the hell was Claire Dains doing in this one?! She's the most inappropriate actress for this character. In 99.9% of the movie she looked extremely out of place, out of everything!! The only thing she was doing was asking stupid questions, like "" do you really think so?? "" , and making silly faces. I was embarrassed by her acting, seriously, and I used to like her... She's the romantic movie type, I don't know who picked her among all the actresses out there..find . -iname ""$srch1*"" -exec grep ""It took"" {} \; -printwannabe actors. Not including Richard Gere, he gave an excellent performance, but when only one of the actors truly gives himself to his character, and the rest of the cast is just acting... the result is pathetic, just like this movie. You see, the idea of acting is to hide the fact that you're acting. What the hell was Claire Dains doing in this one?! She's the most inappropriate actress for this character. In 99.9% of the movie she looked extremely out of place, out of everything!! The only thing she was doing was asking stupid questions, like "" do you really think so?? "" , and making silly faces. I was embarrassed by her acting, seriously, and I used to like her... She's the romantic movie type, I don't know who picked her among all the actresses out there.... LOL, and seeing Avril Lavigne?! this really made me laugh.. Anyway.. If you want to get the feeling of throwing up, this movi",0.0,0.0,1.0,0.0
